Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
17.06.2021,633.00,672.75,674.25,633.00,192.03K,-5.94%
16.06.2021,673.00,670.00,687.75,663.75,169.91K,0.82%
15.06.2021,667.50,662.75,668.50,646.75,176.45K,1.25%
14.06.2021,659.25,675.75,676.25,653.00,159.57K,-3.69%
11.06.2021,684.50,699.50,703.00,673.00,233.95K,-2.07%
10.06.2021,699.00,691.00,717.50,687.75,256.32K,1.19%
09.06.2021,690.75,682.50,695.50,669.50,214.26K,1.58%
08.06.2021,680.00,682.00,698.00,677.50,224.00K,0.11%
07.06.2021,679.25,695.00,706.25,674.50,254.04K,-0.51%
04.06.2021,682.75,663.50,685.75,660.75,142.30K,3.13%
03.06.2021,662.00,675.50,685.00,652.75,166.36K,-1.93%
02.06.2021,675.00,683.25,694.25,666.00,163.86K,-2.00%
01.06.2021,688.75,666.00,696.75,660.75,163.97K,3.28%
31.05.2021,666.88,666.88,666.88,666.88,,1.54%
28.05.2021,656.75,666.25,672.75,651.25,150.33K,-1.17%
27.05.2021,664.50,626.00,664.50,621.25,160.61K,6.41%
26.05.2021,624.50,621.00,629.00,602.75,182.61K,0.69%
25.05.2021,620.25,660.00,661.75,617.25,211.65K,-5.63%
24.05.2021,657.25,652.25,658.50,645.50,106.87K,-0.34%
21.05.2021,659.50,664.75,666.75,653.50,109.62K,-0.75%
20.05.2021,664.50,662.25,671.25,656.50,119.73K,0.95%
19.05.2021,658.25,660.50,663.00,637.00,136.69K,0.00%
18.05.2021,658.25,653.50,669.50,652.50,161.91K,0.88%
17.05.2021,652.50,642.25,656.75,633.00,185.35K,-4.74%
14.05.2021,685.00,717.25,718.75,685.00,0.03K,-4.73%
13.05.2021,719.00,757.50,769.00,717.50,0.31K,-5.08%
12.05.2021,757.50,764.25,769.25,750.00,0.33K,-0.26%
11.05.2021,759.50,747.25,771.50,747.25,0.40K,1.54%
10.05.2021,748.00,766.75,770.50,744.75,0.81K,-3.20%
07.05.2021,772.75,763.25,775.00,755.00,0.68K,1.74%
06.05.2021,759.50,761.00,768.00,746.25,2.42K,0.83%
05.05.2021,753.25,750.00,756.00,740.75,1.78K,1.14%
04.05.2021,744.75,732.00,758.25,730.00,1.83K,1.71%
03.05.2021,732.25,740.00,758.25,724.00,3.09K,-1.05%
30.04.2021,740.00,702.50,746.25,699.25,9.86K,5.41%
29.04.2021,702.00,683.75,704.50,681.00,30.79K,2.30%
28.04.2021,686.25,697.75,720.50,676.25,107.99K,-1.33%
27.04.2021,695.50,688.50,720.50,680.50,166.14K,2.20%
26.04.2021,680.50,661.00,680.50,661.00,157.51K,3.81%
23.04.2021,655.50,653.00,658.50,638.25,157.73K,0.77%
22.04.2021,650.50,624.25,650.50,623.50,147.25K,4.00%
21.04.2021,625.50,609.50,628.50,604.50,163.26K,3.13%
20.04.2021,606.50,593.00,611.75,592.75,180.19K,2.45%
19.04.2021,592.00,588.75,596.75,588.25,105.99K,1.11%
16.04.2021,585.50,590.50,594.75,583.25,165.26K,-0.76%
15.04.2021,590.00,594.25,601.50,587.75,176.86K,-0.67%
14.04.2021,594.00,579.75,597.75,578.75,242.72K,2.41%
13.04.2021,580.00,569.00,584.50,565.50,225.72K,1.93%
12.04.2021,569.00,577.75,586.00,567.25,198.64K,-1.43%
09.04.2021,577.25,579.00,595.00,575.50,249.74K,-0.43%
08.04.2021,579.75,560.75,583.00,559.25,258.79K,3.43%
07.04.2021,560.50,555.75,562.25,553.75,158.00K,1.13%
06.04.2021,554.25,553.75,561.50,552.25,134.85K,0.18%
05.04.2021,553.25,561.25,564.50,549.75,143.68K,-1.16%
01.04.2021,559.75,575.00,585.00,556.50,249.75K,-0.80%
31.03.2021,564.25,538.25,564.25,536.25,145.90K,4.64%
30.03.2021,539.25,546.25,547.50,533.75,136.03K,-1.37%
29.03.2021,546.75,551.75,552.00,542.25,119.80K,-1.04%
26.03.2021,552.50,546.50,554.00,544.00,124.03K,1.10%
25.03.2021,546.50,552.25,552.50,541.50,142.18K,-1.22%
24.03.2021,553.25,551.00,553.75,548.25,92.01K,0.36%
23.03.2021,551.25,551.25,556.00,547.75,122.09K,0.41%
22.03.2021,549.00,558.00,558.75,546.75,129.30K,-1.57%
19.03.2021,557.75,546.25,559.00,545.50,158.52K,2.06%
18.03.2021,546.50,556.75,558.00,545.25,157.91K,-2.06%
17.03.2021,558.00,554.00,558.50,552.00,129.65K,0.68%
16.03.2021,554.25,549.50,555.50,546.75,132.71K,0.86%
15.03.2021,549.50,537.00,550.75,532.75,140.62K,0.05%
12.03.2021,549.25,545.00,551.50,544.50,0.07K,-1.04%
11.03.2021,555.00,547.00,556.25,547.00,0.67K,1.32%
10.03.2021,547.75,564.50,564.50,547.50,1.99K,-2.54%
09.03.2021,562.00,565.00,565.00,554.25,2.22K,-0.53%
08.03.2021,565.00,565.25,571.25,557.00,2.32K,0.53%
05.03.2021,562.00,545.00,564.75,544.50,1.44K,2.88%
04.03.2021,546.25,550.25,554.25,546.00,2.13K,-0.73%
03.03.2021,550.25,560.00,560.00,548.00,3.81K,-1.87%
02.03.2021,560.75,547.25,564.00,542.00,8.11K,2.42%
01.03.2021,547.50,560.50,562.50,547.00,6.53K,-1.44%
26.02.2021,555.50,554.50,556.50,546.25,21.40K,0.14%
25.02.2021,554.75,559.00,560.50,542.50,128.54K,-0.80%
24.02.2021,559.25,553.50,560.75,552.00,174.40K,0.99%
23.02.2021,553.75,550.75,559.50,550.00,134.97K,0.50%
22.02.2021,551.00,544.25,551.50,543.50,140.63K,1.52%
19.02.2021,542.75,549.25,555.50,540.75,203.47K,-1.36%
18.02.2021,550.25,552.75,554.50,548.00,123.41K,-0.50%
17.02.2021,553.00,552.00,554.75,547.50,121.35K,0.14%
16.02.2021,552.25,547.00,552.75,538.50,146.17K,2.34%
15.02.2021,539.62,539.38,539.62,539.38,,0.02%
14.02.2021,539.50,539.50,539.50,539.50,,0.14%
12.02.2021,538.75,541.00,546.25,536.75,117.97K,-0.42%
11.02.2021,541.00,532.25,546.50,524.75,261.05K,1.22%
10.02.2021,534.50,556.00,556.25,531.75,285.72K,-3.91%
09.02.2021,556.25,565.00,574.25,545.00,390.74K,-1.33%
08.02.2021,563.75,548.75,565.75,548.75,267.65K,2.78%
05.02.2021,548.50,548.50,552.25,545.50,216.45K,-0.27%
04.02.2021,550.00,552.00,558.00,547.00,217.08K,-0.36%
03.02.2021,552.00,543.25,552.50,536.50,210.14K,1.66%
02.02.2021,543.00,549.75,552.50,540.25,175.74K,-1.14%
01.02.2021,549.25,549.00,555.75,539.00,219.07K,0.41%
29.01.2021,547.00,534.50,553.75,533.25,279.61K,2.34%
28.01.2021,534.50,533.25,550.50,529.00,252.54K,0.09%
27.01.2021,534.00,532.50,543.75,529.50,223.89K,0.33%
26.01.2021,532.25,513.00,534.25,508.00,232.26K,4.06%
25.01.2021,511.50,500.00,515.50,492.50,264.76K,2.20%
22.01.2021,500.50,522.50,522.75,499.25,289.55K,-4.53%
21.01.2021,524.25,521.00,531.50,519.25,169.57K,0.43%
20.01.2021,522.00,525.00,526.50,512.75,217.78K,-0.76%
19.01.2021,526.00,531.50,534.25,523.25,188.56K,-1.03%
15.01.2021,531.50,534.00,536.50,527.75,167.50K,-0.51%
14.01.2021,534.25,523.00,536.50,519.00,210.37K,1.86%
13.01.2021,524.50,524.00,541.50,522.25,327.69K,1.40%
12.01.2021,517.25,491.50,517.25,489.25,248.45K,5.08%
11.01.2021,492.25,496.50,500.50,490.25,176.56K,-0.81%
08.01.2021,496.25,494.00,499.50,492.50,163.27K,0.46%
07.01.2021,494.00,495.00,496.00,487.25,185.78K,-0.20%
06.01.2021,495.00,492.50,502.75,491.50,202.37K,0.66%
05.01.2021,491.75,484.50,496.00,482.50,219.65K,1.65%
04.01.2021,483.75,487.25,497.75,479.50,265.16K,-0.41%
01.01.2021,485.75,485.75,485.75,485.75,,0.36%
31.12.2020,484.00,474.00,485.75,473.00,168.46K,2.00%
30.12.2020,474.50,466.00,476.00,462.00,163.37K,1.82%
29.12.2020,466.00,455.75,467.25,453.50,191.30K,2.08%
28.12.2020,456.50,452.00,457.50,448.00,145.22K,1.22%
24.12.2020,451.00,446.75,451.50,446.50,74.88K,0.84%
23.12.2020,447.25,442.75,449.75,441.50,147.65K,0.85%
22.12.2020,443.50,440.00,444.25,437.25,140.99K,0.80%
21.12.2020,440.00,438.00,440.75,430.25,141.95K,0.57%
18.12.2020,437.50,432.25,438.50,432.00,128.81K,1.16%
17.12.2020,432.50,426.25,433.00,424.25,119.66K,1.23%
16.12.2020,427.25,425.25,429.25,423.75,111.65K,0.59%
15.12.2020,424.75,424.00,425.25,420.50,98.61K,1.31%
14.12.2020,419.25,424.75,429.75,422.00,0.20K,-1.18%
11.12.2020,424.25,422.00,424.50,417.50,1.72K,0.95%
10.12.2020,420.25,422.00,425.75,420.00,1.26K,-0.41%
09.12.2020,422.00,418.00,422.25,418.00,1.08K,1.20%
08.12.2020,417.00,418.75,419.00,415.50,1.76K,-0.60%
07.12.2020,419.50,415.25,421.00,412.00,1.16K,0.60%
04.12.2020,417.00,422.25,422.75,415.75,1.68K,-1.30%
03.12.2020,422.50,419.25,423.25,417.75,2.38K,0.84%
02.12.2020,419.00,414.50,419.75,409.00,3.55K,1.02%
01.12.2020,414.75,420.00,423.00,414.00,5.32K,-1.19%
30.11.2020,419.75,427.50,430.50,418.25,14.70K,-1.35%
27.11.2020,425.50,420.25,426.25,418.50,68.26K,1.31%
25.11.2020,420.00,426.00,427.50,420.00,124.26K,-1.35%
24.11.2020,425.75,425.75,426.50,416.50,144.30K,-0.18%
23.11.2020,426.50,427.50,429.75,423.50,153.80K,0.77%
20.11.2020,423.25,422.25,428.00,421.50,137.24K,0.18%
19.11.2020,422.50,424.50,425.50,418.75,133.31K,-0.76%
18.11.2020,425.75,419.00,428.50,418.50,205.43K,1.31%
17.11.2020,420.25,417.50,422.00,417.25,156.57K,0.96%
16.11.2020,416.25,409.00,416.75,409.00,132.12K,1.40%
13.11.2020,410.50,407.50,413.25,403.75,188.49K,0.55%
12.11.2020,408.25,417.25,418.50,406.25,234.33K,-2.16%
11.11.2020,417.25,422.50,428.00,416.25,306.43K,-1.36%
10.11.2020,423.00,407.00,427.25,406.25,355.81K,3.80%
09.11.2020,407.50,405.75,410.00,401.75,204.11K,0.18%
06.11.2020,406.75,409.00,412.00,405.75,200.68K,-0.61%
05.11.2020,409.25,405.00,417.25,404.00,245.19K,0.99%
04.11.2020,405.25,400.00,406.00,396.50,176.33K,1.06%
03.11.2020,401.00,396.25,403.25,395.25,184.36K,0.88%
02.11.2020,397.50,396.00,397.75,393.00,165.15K,-0.25%
30.10.2020,398.50,397.25,400.00,394.25,209.48K,0.00%
29.10.2020,398.50,401.00,404.25,393.00,279.41K,-0.75%
28.10.2020,401.50,415.00,415.25,400.50,320.26K,-3.49%
27.10.2020,416.00,416.75,422.25,415.50,207.08K,-0.42%
26.10.2020,417.75,419.25,419.75,412.75,206.16K,-0.36%
23.10.2020,419.25,415.00,420.00,414.00,168.92K,0.72%
22.10.2020,416.25,413.75,419.00,410.75,196.23K,0.60%
21.10.2020,413.75,408.25,415.25,407.75,216.17K,1.22%
20.10.2020,408.75,404.25,409.75,403.50,179.89K,0.86%
19.10.2020,405.25,401.75,406.75,400.75,167.47K,0.81%
16.10.2020,402.00,403.25,409.00,401.75,226.81K,-0.43%
15.10.2020,403.75,396.00,404.25,393.50,245.38K,1.83%
14.10.2020,396.50,391.00,397.50,388.00,183.51K,1.34%
13.10.2020,391.25,389.00,392.75,388.00,130.27K,0.58%
12.10.2020,389.00,395.50,399.25,387.25,193.54K,-1.52%
09.10.2020,395.00,387.00,398.25,386.50,280.95K,2.07%
08.10.2020,387.00,389.00,394.50,386.50,202.96K,-0.45%
07.10.2020,388.75,384.50,392.00,384.00,186.78K,0.97%
06.10.2020,385.00,378.50,389.25,378.50,213.44K,1.45%
05.10.2020,379.50,378.75,382.50,377.75,119.04K,-0.07%
02.10.2020,379.75,381.50,383.25,377.25,164.09K,-0.78%
01.10.2020,382.75,379.00,385.50,378.00,216.36K,0.99%
30.09.2020,379.00,364.25,382.75,362.00,337.54K,3.91%
29.09.2020,364.75,366.75,367.75,361.00,137.62K,-0.55%
28.09.2020,366.75,364.25,369.75,360.50,162.09K,0.41%
25.09.2020,365.25,363.25,367.50,363.00,130.07K,0.48%
24.09.2020,363.50,368.00,368.25,363.00,152.37K,-1.36%
23.09.2020,368.50,368.25,370.25,365.75,122.19K,-0.20%
22.09.2020,369.25,369.75,373.25,365.75,159.15K,-0.14%
21.09.2020,369.75,377.50,378.25,368.25,209.55K,-2.31%
18.09.2020,378.50,374.25,379.25,373.25,180.03K,0.87%
17.09.2020,375.25,371.50,377.25,368.00,235.21K,0.94%
16.09.2020,371.75,365.50,372.00,361.75,158.94K,1.57%
15.09.2020,366.00,369.00,369.50,365.25,133.02K,2.38%
14.09.2020,357.50,366.75,366.75,359.00,0.22K,-2.05%
11.09.2020,365.00,355.50,366.00,355.50,0.68K,2.17%
10.09.2020,357.25,349.75,357.75,349.75,0.67K,2.07%
09.09.2020,350.00,349.75,351.25,348.50,0.11K,-0.28%
08.09.2020,351.00,348.00,353.00,346.00,0.87K,1.89%
07.09.2020,344.50,344.50,344.50,344.50,,-0.79%
04.09.2020,347.25,344.00,349.00,343.50,1.68K,0.80%
03.09.2020,344.50,349.75,350.00,343.75,1.45K,-1.50%
02.09.2020,349.75,349.25,350.50,345.25,2.61K,0.07%
01.09.2020,349.50,347.75,350.00,343.25,3.70K,0.29%
31.08.2020,348.50,348.75,353.00,346.00,11.03K,0.72%
28.08.2020,346.00,343.25,347.75,340.75,94.06K,0.51%
27.08.2020,344.25,340.00,344.75,339.00,123.79K,1.10%
26.08.2020,340.50,340.25,341.25,337.25,89.22K,-0.07%
25.08.2020,340.75,335.00,341.50,334.75,147.00K,2.71%
24.08.2020,331.75,328.00,332.50,327.50,126.82K,1.45%
21.08.2020,327.00,324.75,327.75,324.25,134.88K,0.77%
20.08.2020,324.50,324.25,325.75,320.75,92.74K,-0.15%
19.08.2020,325.00,326.00,327.25,323.50,87.62K,-0.61%
18.08.2020,327.00,330.00,332.00,325.75,130.09K,-1.21%
17.08.2020,331.00,327.00,331.00,326.50,111.93K,2.00%
14.08.2020,324.50,324.50,325.25,321.50,160.38K,-0.23%
13.08.2020,325.25,315.00,327.50,314.75,317.36K,3.42%
12.08.2020,314.50,311.25,315.00,308.00,209.80K,0.96%
11.08.2020,311.50,311.25,315.00,310.25,170.71K,0.32%
10.08.2020,310.50,307.50,311.75,307.50,167.51K,0.89%
07.08.2020,307.75,311.00,311.75,307.25,124.48K,-1.12%
06.08.2020,311.25,310.50,312.75,309.50,106.03K,0.08%
05.08.2020,311.00,309.00,311.25,309.00,103.36K,0.89%
04.08.2020,308.25,316.50,316.75,308.25,161.83K,-2.91%
03.08.2020,317.50,315.00,318.25,315.00,83.19K,0.47%
31.07.2020,316.00,315.75,317.50,314.50,77.06K,0.08%
30.07.2020,315.75,315.50,319.25,315.25,120.45K,0.08%
29.07.2020,315.50,320.00,321.50,315.25,136.66K,-1.41%
28.07.2020,320.00,323.00,323.50,320.00,110.74K,-1.54%
27.07.2020,325.00,325.25,327.50,323.25,96.02K,-0.38%
24.07.2020,326.25,328.00,329.75,325.50,144.24K,-0.53%
23.07.2020,328.00,327.25,329.50,325.00,92.65K,0.15%
22.07.2020,327.50,323.00,328.00,322.25,122.91K,1.47%
21.07.2020,322.75,327.75,327.75,322.00,132.25K,-1.68%
20.07.2020,328.25,333.00,333.50,326.00,105.21K,-1.43%
17.07.2020,333.00,330.25,334.75,330.25,83.69K,0.83%
16.07.2020,330.25,326.00,333.25,326.00,109.53K,1.23%
15.07.2020,326.25,326.00,328.75,322.75,101.70K,-2.54%
14.07.2020,334.75,334.00,336.50,324.50,0.15K,0.22%
13.07.2020,334.00,337.25,337.25,332.00,0.44K,-1.91%
10.07.2020,340.50,350.25,352.00,340.00,0.81K,-3.06%
09.07.2020,351.25,349.00,356.50,348.25,0.50K,0.86%
08.07.2020,348.25,343.50,348.50,341.00,0.35K,0.94%
07.07.2020,345.00,347.50,347.50,341.75,1.27K,-0.43%
06.07.2020,346.50,348.25,349.00,345.25,2.09K,1.17%
02.07.2020,342.50,347.50,350.25,342.25,2.49K,-1.65%
01.07.2020,348.25,338.50,351.25,337.50,4.58K,2.88%
30.06.2020,338.50,325.25,342.00,323.75,21.41K,3.75%
29.06.2020,326.25,316.75,326.50,316.00,150.22K,2.92%
26.06.2020,317.00,317.00,319.75,313.50,216.58K,-0.08%
25.06.2020,317.25,323.50,324.25,315.00,194.69K,-2.16%
24.06.2020,324.25,324.50,329.00,323.75,180.31K,-0.23%
23.06.2020,325.00,327.50,327.50,321.25,185.86K,-0.99%
22.06.2020,328.25,332.00,332.25,328.00,134.48K,-1.28%
19.06.2020,332.50,329.75,333.75,327.50,170.57K,0.45%
18.06.2020,331.00,329.75,333.75,328.75,201.44K,0.23%
17.06.2020,330.25,328.00,331.25,325.00,225.64K,0.38%
16.06.2020,329.00,331.75,334.50,328.00,229.10K,-0.08%
15.06.2020,329.25,329.25,330.00,325.50,170.74K,-0.23%
12.06.2020,330.00,329.50,333.00,328.25,236.62K,0.08%
11.06.2020,329.75,326.00,331.00,325.25,272.98K,1.07%
10.06.2020,326.25,327.25,328.00,324.25,243.29K,-0.38%
09.06.2020,327.50,332.25,334.00,326.75,253.63K,-1.87%
08.06.2020,333.75,333.50,334.75,331.00,206.34K,0.75%
05.06.2020,331.25,328.75,332.50,328.25,215.91K,0.68%
04.06.2020,329.00,324.25,329.50,324.00,155.61K,1.54%
03.06.2020,324.00,324.25,324.50,321.25,128.01K,-0.08%
02.06.2020,324.25,323.50,325.25,322.00,130.47K,0.31%
01.06.2020,323.25,325.50,327.75,319.25,151.32K,-0.77%
29.05.2020,325.75,327.50,329.50,323.25,192.31K,-0.53%
28.05.2020,327.50,320.25,330.75,319.50,246.97K,2.18%
27.05.2020,320.50,320.00,321.75,319.25,78.42K,0.47%
26.05.2020,319.00,316.75,323.00,316.50,145.18K,0.67%
25.05.2020,316.88,316.88,316.88,316.88,,-0.35%
22.05.2020,318.00,317.75,319.00,316.00,97.19K,0.08%
21.05.2020,317.75,319.00,320.25,316.25,115.12K,-0.55%
20.05.2020,319.50,321.25,321.50,317.25,154.47K,-0.54%
19.05.2020,321.25,320.75,325.50,320.50,126.38K,0.16%
18.05.2020,320.75,320.00,322.00,318.00,99.37K,0.47%
15.05.2020,319.25,317.75,320.50,316.75,101.61K,-0.31%
14.05.2020,320.25,318.25,319.25,315.50,0.06K,0.00%
13.05.2020,320.25,323.50,323.50,320.00,0.09K,-1.08%
12.05.2020,323.75,318.75,324.50,312.75,0.27K,1.65%
11.05.2020,318.50,320.00,322.25,318.00,0.33K,-0.16%
08.05.2020,319.00,317.75,321.75,317.50,1.07K,0.95%
07.05.2020,316.00,313.50,318.00,313.25,1.08K,1.36%
06.05.2020,311.75,315.00,315.00,311.00,0.52K,-0.40%
05.05.2020,313.00,310.50,314.75,310.50,0.87K,0.72%
04.05.2020,310.75,309.50,310.00,305.50,2.62K,-0.24%
01.05.2020,311.50,311.00,311.50,308.00,3.51K,0.00%
30.04.2020,311.50,305.25,313.00,303.50,11.09K,2.30%
29.04.2020,304.50,302.75,308.75,300.25,121.80K,0.58%
28.04.2020,302.75,305.00,308.50,301.25,138.10K,-0.90%
27.04.2020,305.50,315.00,315.75,304.25,108.69K,-3.25%
24.04.2020,315.75,319.25,320.75,312.00,113.48K,-1.10%
23.04.2020,319.25,317.00,323.50,315.00,136.85K,0.55%
22.04.2020,317.50,310.00,320.25,308.25,146.97K,2.67%
21.04.2020,309.25,314.25,316.25,301.00,197.93K,-1.59%
20.04.2020,314.25,322.50,323.25,313.50,150.68K,-2.48%
17.04.2020,322.25,319.75,325.50,319.50,99.36K,0.78%
16.04.2020,319.75,318.75,323.00,317.75,136.58K,0.16%
15.04.2020,319.25,326.00,326.75,317.50,161.44K,-2.07%
14.04.2020,326.00,331.25,332.00,325.75,191.91K,-1.66%
13.04.2020,331.50,332.25,334.00,326.50,147.09K,-0.23%
10.04.2020,332.25,332.25,332.25,332.25,,0.15%
09.04.2020,331.75,330.75,333.50,328.00,169.67K,0.53%
08.04.2020,330.00,332.00,334.00,328.25,151.31K,-0.45%
07.04.2020,331.50,328.00,335.50,328.00,157.37K,1.14%
06.04.2020,327.75,329.75,331.75,325.50,111.04K,-0.91%
03.04.2020,330.75,334.50,338.50,328.00,158.65K,-0.82%
02.04.2020,333.50,335.00,343.25,333.00,151.69K,-0.37%
01.04.2020,334.75,341.25,342.75,333.50,151.93K,-1.76%
31.03.2020,340.75,341.75,344.75,333.50,208.19K,-0.15%
30.03.2020,341.25,343.00,346.75,340.00,108.49K,-1.37%
27.03.2020,346.00,348.50,350.00,342.50,114.03K,-0.79%
26.03.2020,348.75,348.25,349.25,343.75,113.53K,0.07%
25.03.2020,348.50,347.50,352.75,345.75,118.83K,0.36%
24.03.2020,347.25,343.50,350.50,338.00,126.66K,1.09%
23.03.2020,343.50,340.25,345.50,338.25,114.73K,-0.07%
20.03.2020,343.75,346.50,356.75,342.25,189.07K,-0.51%
19.03.2020,345.50,336.50,354.75,336.50,223.25K,3.06%
18.03.2020,335.25,344.00,345.25,332.00,255.11K,-2.54%
17.03.2020,344.00,355.25,356.75,342.75,219.22K,-3.03%
16.03.2020,354.75,362.50,367.75,354.00,188.79K,-4.32%
13.03.2020,370.75,370.00,375.50,370.00,0.12K,0.27%
12.03.2020,369.75,377.50,377.50,367.00,0.34K,-2.50%
11.03.2020,379.25,380.25,380.50,377.00,0.94K,-0.20%
10.03.2020,380.00,379.00,381.50,377.50,0.61K,1.54%
09.03.2020,374.25,372.00,377.50,368.50,0.92K,-0.80%
06.03.2020,377.25,383.75,385.50,377.00,1.28K,-1.89%
05.03.2020,384.50,387.50,387.50,382.00,1.83K,-0.65%
04.03.2020,387.00,382.00,388.50,380.00,3.28K,1.38%
03.03.2020,381.75,375.75,383.75,375.75,3.19K,1.87%
02.03.2020,374.75,366.50,375.75,366.00,6.09K,2.25%
28.02.2020,366.50,364.50,367.25,362.75,18.81K,0.55%
27.02.2020,364.50,369.75,370.00,361.75,156.14K,-1.62%
26.02.2020,370.50,372.00,374.00,368.25,268.80K,-0.54%
25.02.2020,372.50,373.00,374.75,371.25,119.87K,0.07%
24.02.2020,372.25,376.25,376.25,370.00,170.53K,-1.26%
21.02.2020,377.00,378.25,380.50,376.25,169.07K,-0.40%
20.02.2020,378.50,380.75,381.25,378.00,173.14K,-0.53%
19.02.2020,380.50,382.25,382.75,378.50,172.27K,-0.65%
18.02.2020,383.00,378.50,383.25,378.00,215.11K,1.39%
14.02.2020,377.75,379.50,381.50,376.25,216.86K,-0.46%
13.02.2020,379.50,382.25,382.75,379.00,202.46K,-0.91%
12.02.2020,383.00,379.75,383.75,378.25,241.46K,0.86%
11.02.2020,379.75,381.00,382.00,378.00,200.41K,-0.52%
10.02.2020,381.75,383.25,383.50,379.00,219.02K,-0.46%
07.02.2020,383.50,380.25,385.00,380.00,256.72K,1.12%
06.02.2020,379.25,380.25,381.75,376.00,191.89K,-0.39%
05.02.2020,380.75,381.50,383.25,379.50,122.10K,-0.39%
04.02.2020,382.25,378.25,383.50,378.25,176.00K,0.92%
03.02.2020,378.75,380.50,382.00,376.50,216.44K,-0.66%
31.01.2020,381.25,381.50,382.75,378.75,151.81K,0.46%
30.01.2020,379.50,384.50,385.00,378.50,160.21K,-1.24%
29.01.2020,384.25,385.50,388.25,382.75,136.81K,-0.58%
28.01.2020,386.50,382.50,387.00,378.50,243.27K,1.58%
27.01.2020,380.50,384.25,384.75,377.25,264.47K,-1.74%
24.01.2020,387.25,393.25,393.25,386.50,196.12K,-1.65%
23.01.2020,393.75,388.50,394.00,387.50,256.30K,1.29%
22.01.2020,388.75,387.50,391.00,386.75,155.60K,0.32%
21.01.2020,387.50,389.00,389.25,384.25,182.96K,-0.45%
17.01.2020,389.25,377.00,389.50,376.75,293.12K,3.66%
16.01.2020,375.50,387.25,387.75,375.25,230.56K,-3.10%
15.01.2020,387.50,388.75,390.25,386.50,141.48K,-0.39%
14.01.2020,389.00,389.25,390.50,388.25,115.96K,-0.13%
13.01.2020,389.50,386.50,389.50,385.50,139.99K,0.97%
10.01.2020,385.75,383.25,386.75,376.50,226.66K,0.65%
09.01.2020,383.25,383.75,387.00,382.25,130.94K,-0.26%
08.01.2020,384.25,384.00,385.50,382.25,135.52K,-0.07%
07.01.2020,384.50,385.00,385.75,383.50,93.54K,-0.06%
06.01.2020,384.75,386.25,387.75,382.75,112.13K,-0.45%
03.01.2020,386.50,391.50,392.00,385.50,125.93K,-1.28%
02.01.2020,391.50,387.75,392.00,387.25,103.99K,1.10%
01.01.2020,387.25,387.25,387.25,387.25,,-0.13%
31.12.2019,387.75,388.25,389.75,386.25,85.10K,-0.13%
30.12.2019,388.25,389.25,392.00,386.75,123.53K,-0.45%
27.12.2019,390.00,388.00,391.00,388.00,85.21K,0.39%
26.12.2019,388.50,388.00,389.00,386.50,49.93K,0.06%
25.12.2019,388.25,388.25,388.25,388.25,,0.19%
24.12.2019,387.50,388.50,389.00,387.00,50.42K,-0.32%
23.12.2019,388.75,388.00,390.25,387.25,82.26K,0.26%
20.12.2019,387.75,386.50,389.50,386.00,85.33K,0.32%
19.12.2019,386.50,387.00,389.00,385.00,99.13K,-0.13%
18.12.2019,387.00,389.25,390.00,385.75,125.53K,-0.77%
17.12.2019,390.00,387.50,390.50,386.25,118.24K,0.52%
16.12.2019,388.00,383.50,389.50,383.25,180.90K,5.94%
13.12.2019,366.25,373.75,374.50,366.25,0.09K,-0.20%
12.12.2019,367.00,358.25,368.75,358.25,0.66K,2.59%
11.12.2019,357.75,363.00,363.00,357.00,0.26K,-1.51%
10.12.2019,363.25,365.75,367.00,362.50,0.89K,-0.68%
09.12.2019,365.75,366.50,368.00,365.00,0.64K,-0.20%
06.12.2019,366.50,364.75,368.75,364.75,0.96K,0.27%
05.12.2019,365.50,368.50,369.75,365.25,3.03K,-0.88%
04.12.2019,368.75,371.75,373.50,367.75,2.99K,-0.87%
03.12.2019,372.00,373.75,376.25,371.50,4.94K,-0.40%
02.12.2019,373.50,371.75,375.50,370.00,6.28K,0.61%
29.11.2019,371.25,365.75,372.25,365.00,15.51K,-0.60%
28.11.2019,373.50,373.50,373.50,373.50,,2.96%
27.11.2019,362.75,367.25,368.75,362.25,163.97K,-1.29%
26.11.2019,367.50,369.75,370.50,367.00,207.68K,-0.81%
25.11.2019,370.50,368.75,372.75,368.25,199.30K,0.47%
22.11.2019,368.75,368.00,370.25,367.50,228.11K,0.07%
21.11.2019,368.50,366.75,369.75,366.25,158.70K,0.48%
20.11.2019,366.75,369.75,370.50,365.75,297.02K,-0.88%
19.11.2019,370.00,367.75,373.00,367.75,202.02K,0.61%
18.11.2019,367.75,371.00,371.75,367.50,206.27K,-0.94%
15.11.2019,371.25,375.50,376.50,370.75,140.18K,-1.20%
14.11.2019,375.75,375.25,377.50,374.50,144.89K,0.13%
13.11.2019,375.25,377.00,377.75,375.00,195.98K,-0.66%
12.11.2019,377.75,373.50,378.00,372.75,220.51K,1.21%
11.11.2019,373.25,376.00,377.00,372.50,211.22K,-1.06%
08.11.2019,377.25,375.25,383.75,372.50,343.77K,0.53%
07.11.2019,375.25,379.25,380.00,373.75,219.15K,-0.92%
06.11.2019,378.75,382.25,385.00,377.50,185.34K,-0.79%
05.11.2019,381.75,383.25,384.75,380.50,157.13K,-0.39%
04.11.2019,383.25,386.75,387.75,383.00,145.37K,-1.54%
